data.origin,country,site,lon,lat,trans,species,sp.length,sp.n,season,protection,enforcement,total.mpa.ha,size.notake,yr.creation,age.reserve.yr,depth,a,b,tmean,trange,sal_mean,pp_mean,pp_range
azz_malt,Malta,Malta,14.324,35.943,333,Coris.julis,13,2,Spring,NO,0,NA,NA,NA,NA,NA,0.007987878,3.08525,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,333,Diplodus.sargus,19,1,Spring,NO,0,NA,NA,NA,NA,NA,0.0151,3.05,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,333,Labrus.viridis,18,1,Spring,NO,0,NA,NA,NA,NA,NA,0.03595,2.669,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,333,Mugil.cephalus,16,2,Spring,NO,0,NA,NA,NA,NA,NA,0.01402537,2.961864,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,333,Scorpaena.maderensis,3.5,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01730722,2.980333,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,333,Serranus.scriba,15,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01239112,3.024364,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,333,Symphodus.ocellatus,7,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01058648,3.1768,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,333,Symphodus.roissali,13,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01554027,3.028,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,333,Symphodus.tinca,6,19,Spring,NO,0,NA,NA,NA,NA,NA,0.01810476,2.89916,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,333,Thalassoma.pavo,13,3,Spring,NO,0,NA,NA,NA,NA,NA,0.0092,3.111,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,333,Thalassoma.pavo,8,10,Spring,NO,0,NA,NA,NA,NA,NA,0.0092,3.111,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,333,Tripterygion.delaisi,3,1,Spring,NO,0,NA,NA,NA,NA,NA,NA,NA,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,333,Tripterygion.tripteronotus,7,1,Spring,NO,0,NA,NA,NA,NA,NA,NA,NA,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,333,Tripterygion.tripteronotus,3,1,Spring,NO,0,NA,NA,NA,NA,NA,NA,NA,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,334,Coris.julis,8,2,Spring,NO,0,NA,NA,NA,NA,NA,0.007987878,3.08525,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,334,Diplodus.vulgaris,13,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01416999,3.073147,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,334,Sarpa.salpa,8,4,Spring,NO,0,NA,NA,NA,NA,NA,0.01423233,3.0299,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,334,Scorpaena.maderensis,10,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01730722,2.980333,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,334,Serranus.scriba,15,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01239112,3.024364,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,334,Serranus.scriba,3.5,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01239112,3.024364,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,334,Symphodus.ocellatus,4,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01058648,3.1768,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,334,Symphodus.roissali,13,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01554027,3.028,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,334,Symphodus.tinca,6,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01810476,2.89916,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,334,Thalassoma.pavo,8,8,Spring,NO,0,NA,NA,NA,NA,NA,0.0092,3.111,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,334,Thalassoma.pavo,13,2,Spring,NO,0,NA,NA,NA,NA,NA,0.0092,3.111,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,334,Tripterygion.melanurus,7,1,Spring,NO,0,NA,NA,NA,NA,NA,NA,NA,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,334,Tripterygion.tripteronotus,3,2,Spring,NO,0,NA,NA,NA,NA,NA,NA,NA,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,335,Mugil.cephalus,45,2,Spring,NO,0,NA,NA,NA,NA,NA,0.01402537,2.961864,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,335,Oblada.melanura,9,3,Spring,NO,0,NA,NA,NA,NA,NA,0.008254373,3.143683,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,335,Siganus.luridus,28,1,Spring,NO,0,NA,NA,NA,NA,NA,0.0165174,2.949,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,335,Sparisoma.cretense,31,1,Spring,NO,0,NA,NA,NA,NA,NA,0.009821504,3.112833,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,335,Sparisoma.cretense,20,6,Spring,NO,0,NA,NA,NA,NA,NA,0.009821504,3.112833,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,335,Sparisoma.cretense,8,2,Spring,NO,0,NA,NA,NA,NA,NA,0.009821504,3.112833,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,335,Sphyraena.viridensis,30,40,Spring,NO,0,NA,NA,NA,NA,NA,0.00391,3,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,335,Symphodus.mediterraneus,9,2,Spring,NO,0,NA,NA,NA,NA,NA,0.01741062,2.931,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,335,Symphodus.roissali,13,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01554027,3.028,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,335,Symphodus.rostratus,11,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01237965,2.991575,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,335,Symphodus.tinca,14,2,Spring,NO,0,NA,NA,NA,NA,NA,0.01810476,2.89916,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,335,Symphodus.tinca,29,2,Spring,NO,0,NA,NA,NA,NA,NA,0.01810476,2.89916,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,335,Thalassoma.pavo,4,1,Spring,NO,0,NA,NA,NA,NA,NA,0.0092,3.111,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,335,Tripterygion.delaisi,5,1,Spring,NO,0,NA,NA,NA,NA,NA,NA,NA,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,335,Tripterygion.tripteronotus,7,1,Spring,NO,0,NA,NA,NA,NA,NA,NA,NA,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,336,Apogon.imberbis,5.5,2,Spring,NO,0,NA,NA,NA,NA,NA,0.03759787,2.6125,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,336,Chromis.chromis,2.5,20,Spring,NO,0,NA,NA,NA,NA,NA,0.03193848,2.758143,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,336,Coris.julis,8,6,Spring,NO,0,NA,NA,NA,NA,NA,0.007987878,3.08525,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,336,Diplodus.sargus,19,2,Spring,NO,0,NA,NA,NA,NA,NA,0.0151,3.05,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,336,Diplodus.vulgaris,6,2,Spring,NO,0,NA,NA,NA,NA,NA,0.01416999,3.073147,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,336,Gobius.bucchichi,3,1,Spring,NO,0,NA,NA,NA,NA,NA,NA,NA,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,336,Sarpa.salpa,19,4,Spring,NO,0,NA,NA,NA,NA,NA,0.01423233,3.0299,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,336,Sparisoma.cretense,20,4,Spring,NO,0,NA,NA,NA,NA,NA,0.009821504,3.112833,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,336,Sparisoma.cretense,31,1,Spring,NO,0,NA,NA,NA,NA,NA,0.009821504,3.112833,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,336,Symphodus.mediterraneus,13,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01741062,2.931,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,336,Symphodus.ocellatus,4,2,Spring,NO,0,NA,NA,NA,NA,NA,0.01058648,3.1768,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,336,Symphodus.ocellatus,7,3,Spring,NO,0,NA,NA,NA,NA,NA,0.01058648,3.1768,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,336,Symphodus.roissali,9,2,Spring,NO,0,NA,NA,NA,NA,NA,0.01554027,3.028,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,336,Symphodus.roissali,13,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01554027,3.028,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,336,Symphodus.rostratus,11,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01237965,2.991575,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,336,Symphodus.tinca,6,13,Spring,NO,0,NA,NA,NA,NA,NA,0.01810476,2.89916,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,336,Thalassoma.pavo,8,1,Spring,NO,0,NA,NA,NA,NA,NA,0.0092,3.111,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,336,Thalassoma.pavo,13,1,Spring,NO,0,NA,NA,NA,NA,NA,0.0092,3.111,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,336,Tripterygion.tripteronotus,5,1,Spring,NO,0,NA,NA,NA,NA,NA,NA,NA,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,337,Coris.julis,8,4,Spring,NO,0,NA,NA,NA,NA,NA,0.007987878,3.08525,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,337,Diplodus.sargus,19,2,Spring,NO,0,NA,NA,NA,NA,NA,0.0151,3.05,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,337,Diplodus.vulgaris,6,4,Spring,NO,0,NA,NA,NA,NA,NA,0.01416999,3.073147,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,337,Gobius.bucchichi,5.5,1,Spring,NO,0,NA,NA,NA,NA,NA,NA,NA,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,337,Labrus.merula,31,1,Spring,NO,0,NA,NA,NA,NA,NA,0.008403474,3.164667,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,337,Mullus.surmuletus,21,1,Spring,NO,0,NA,NA,NA,NA,NA,0.007682273,3.163183,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,337,Oblada.melanura,9,3,Spring,NO,0,NA,NA,NA,NA,NA,0.008254373,3.143683,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,337,Serranus.cabrilla,3.5,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01793521,2.869466,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,337,Sparisoma.cretense,20,2,Spring,NO,0,NA,NA,NA,NA,NA,0.009821504,3.112833,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,337,Symphodus.ocellatus,4,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01058648,3.1768,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,337,Symphodus.roissali,13,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01554027,3.028,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,337,Symphodus.roissali,9,2,Spring,NO,0,NA,NA,NA,NA,NA,0.01554027,3.028,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,337,Symphodus.tinca,6,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01810476,2.89916,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,337,Symphodus.tinca,29,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01810476,2.89916,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,337,Thalassoma.pavo,8,1,Spring,NO,0,NA,NA,NA,NA,NA,0.0092,3.111,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,337,Tripterygion.tripteronotus,1,3,Spring,NO,0,NA,NA,NA,NA,NA,NA,NA,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,338,Apogon.imberbis,8.5,3,Spring,NO,0,NA,NA,NA,NA,NA,0.03759787,2.6125,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,338,Coris.julis,8,4,Spring,NO,0,NA,NA,NA,NA,NA,0.007987878,3.08525,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,338,Gobius.cruentatus,12,1,Spring,NO,0,NA,NA,NA,NA,NA,0.008801818,3.0865,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,338,Scorpaena.maderensis,3.5,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01730722,2.980333,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,338,Serranus.cabrilla,15,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01793521,2.869466,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,338,Serranus.cabrilla,10,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01793521,2.869466,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,338,Serranus.cabrilla,3.5,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01793521,2.869466,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,338,Siganus.luridus,28,5,Spring,NO,0,NA,NA,NA,NA,NA,0.0165174,2.949,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,338,Sparisoma.cretense,8,20,Spring,NO,0,NA,NA,NA,NA,NA,0.009821504,3.112833,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,338,Sparisoma.cretense,20,27,Spring,NO,0,NA,NA,NA,NA,NA,0.009821504,3.112833,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,338,Symphodus.mediterraneus,13,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01741062,2.931,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,338,Symphodus.mediterraneus,9,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01741062,2.931,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,338,Symphodus.tinca,6,3,Spring,NO,0,NA,NA,NA,NA,NA,0.01810476,2.89916,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,339,Boops.boops,5,75,Spring,NO,0,NA,NA,NA,NA,NA,0.007981245,3.082677,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,339,Chromis.chromis,2.5,75,Spring,NO,0,NA,NA,NA,NA,NA,0.03193848,2.758143,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,339,Coris.julis,8,2,Spring,NO,0,NA,NA,NA,NA,NA,0.007987878,3.08525,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,339,Scorpaena.maderensis,6,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01730722,2.980333,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,339,Serranus.scriba,15,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01239112,3.024364,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,339,Symphodus.ocellatus,7,3,Spring,NO,0,NA,NA,NA,NA,NA,0.01058648,3.1768,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,339,Symphodus.ocellatus,2,2,Spring,NO,0,NA,NA,NA,NA,NA,0.01058648,3.1768,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,339,Symphodus.roissali,13,4,Spring,NO,0,NA,NA,NA,NA,NA,0.01554027,3.028,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,339,Symphodus.roissali,10,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01554027,3.028,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,339,Symphodus.rostratus,11,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01237965,2.991575,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,339,Symphodus.tinca,14,3,Spring,NO,0,NA,NA,NA,NA,NA,0.01810476,2.89916,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,339,Thalassoma.pavo,8,1,Spring,NO,0,NA,NA,NA,NA,NA,0.0092,3.111,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,339,Thalassoma.pavo,13,1,Spring,NO,0,NA,NA,NA,NA,NA,0.0092,3.111,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,339,Tripterygion.delaisi,5,2,Spring,NO,0,NA,NA,NA,NA,NA,NA,NA,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,340,Apogon.imberbis,8.5,1,Spring,NO,0,NA,NA,NA,NA,NA,0.03759787,2.6125,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,340,Chromis.chromis,2.5,300,Spring,NO,0,NA,NA,NA,NA,NA,0.03193848,2.758143,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,340,Labrus.viridis,9,1,Spring,NO,0,NA,NA,NA,NA,NA,0.03595,2.669,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,340,Sparisoma.cretense,20,2,Spring,NO,0,NA,NA,NA,NA,NA,0.009821504,3.112833,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,340,Symphodus.mediterraneus,9,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01741062,2.931,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
azz_malt,Malta,Malta,14.324,35.943,340,Symphodus.mediterraneus,13,1,Spring,NO,0,NA,NA,NA,NA,NA,0.01741062,2.931,20.54310017,11.65630007,37.81609344,5.93573e-4,0.002675644
