"","date","year","season","location","site_n","time","right_observer","left_observer","visibility","direction","abundance","distance","length","species","reserve","id","observer","enforcement","new_a","new_b","new_id","campaign","observer_num","species_richness","max_richness","max_abundance","shannon","max_biomass"
"13","30/04/2015",2015,"Spring","Gdor",7,"10:50","Ori Frid","Shahar Malamud",5.3,"Left",3,2,10,"Thalassoma.pavo","Out","7 D Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 D Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",3,3,338,0.156824568297958,581.083698350486
"14","30/04/2015",2015,"Spring","Gdor",7,"10:50","Ori Frid","Shahar Malamud",5.3,"Left",1,1,10,"Thalassoma.pavo","Out","7 D Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 D Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",3,3,338,0.156824568297958,581.083698350486
"15","30/04/2015",2015,"Spring","Gdor",7,"10:50","Ori Frid","Shahar Malamud",5.3,"Left",5,1,10,"Thalassoma.pavo","Out","7 D Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 D Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",3,3,338,0.156824568297958,581.083698350486
"16","30/04/2015",2015,"Spring","Gdor",7,"10:50","Ori Frid","Shahar Malamud",5.3,"Left",1,1,15,"Thalassoma.pavo","Out","7 D Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 D Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",3,3,338,0.156824568297958,581.083698350486
"17","30/04/2015",2015,"Spring","Gdor",7,"10:50","Ori Frid","Shahar Malamud",5.3,"Left",1,1,10,"Thalassoma.pavo","Out","7 D Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 D Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",3,3,338,0.156824568297958,581.083698350486
"18","30/04/2015",2015,"Spring","Gdor",7,"10:50","Ori Frid","Shahar Malamud",5.3,"Left",1,1,12,"Thalassoma.pavo","Out","7 D Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 D Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",3,3,338,0.156824568297958,581.083698350486
"19","30/04/2015",2015,"Spring","Gdor",7,"10:50","Ori Frid","Shahar Malamud",5.3,"Left",1,1,8,"Thalassoma.pavo","Out","7 D Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 D Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",3,3,338,0.156824568297958,581.083698350486
"20","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Left",1,1,2,"Thalassoma.pavo","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 A Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",1,3,30,0.145569919415983,579.604464168081
"21","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Left",1,1,10,"Thalassoma.pavo","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 A Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",1,3,30,0.145569919415983,579.604464168081
"22","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Left",1,1,5,"Thalassoma.pavo","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 A Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",1,3,30,0.145569919415983,579.604464168081
"23","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Left",5,1,5,"Thalassoma.pavo","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 A Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",1,3,30,0.145569919415983,579.604464168081
"24","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Left",1,1,10,"Thalassoma.pavo","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 A Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",1,3,30,0.145569919415983,579.604464168081
"25","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Left",1,1,4,"Thalassoma.pavo","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 A Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",1,3,30,0.145569919415983,579.604464168081
"26","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Left",1,1,8,"Thalassoma.pavo","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 A Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",1,3,30,0.145569919415983,579.604464168081
"27","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Left",4,1,5,"Thalassoma.pavo","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 A Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",1,3,30,0.145569919415983,579.604464168081
"28","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Left",1,2,10,"Thalassoma.pavo","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 A Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",1,3,30,0.145569919415983,579.604464168081
"29","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Left",1,1,4,"Thalassoma.pavo","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 A Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",1,3,30,0.145569919415983,579.604464168081
"30","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Left",3,2,8,"Thalassoma.pavo","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 A Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",1,3,30,0.145569919415983,579.604464168081
"31","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Left",1,1,8,"Thalassoma.pavo","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 A Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",1,3,30,0.145569919415983,579.604464168081
"32","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Left",5,2,7,"Thalassoma.pavo","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 A Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",1,3,30,0.145569919415983,579.604464168081
"33","30/04/2015",2015,"Spring","Gdor",7,"11:30","Ori Frid","Shahar Malamud",5.3,"Right",20,0,12,"Thalassoma.pavo","Out","7 B Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 B Gdor 2015 Spring Ori Frid","2015 ","two_observers",2,3,142,0.0828944531281997,2885.48954049881
"34","30/04/2015",2015,"Spring","Gdor",7,"11:30","Ori Frid","Shahar Malamud",5.3,"Right",10,0,10,"Thalassoma.pavo","Out","7 B Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 B Gdor 2015 Spring Ori Frid","2015 ","two_observers",2,3,142,0.0828944531281997,2885.48954049881
"35","30/04/2015",2015,"Spring","Gdor",7,"11:30","Ori Frid","Shahar Malamud",5.3,"Left",15,1,10,"Thalassoma.pavo","Out","7 B Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 B Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",3,3,142,0.0828944531281997,2885.48954049881
"36","30/04/2015",2015,"Spring","Gdor",7,"11:30","Ori Frid","Shahar Malamud",5.3,"Left",1,1,5,"Thalassoma.pavo","Out","7 B Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 B Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",3,3,142,0.0828944531281997,2885.48954049881
"37","30/04/2015",2015,"Spring","Gdor",7,"11:30","Ori Frid","Shahar Malamud",5.3,"Left",1,1,8,"Thalassoma.pavo","Out","7 B Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 B Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",3,3,142,0.0828944531281997,2885.48954049881
"38","30/04/2015",2015,"Spring","Gdor",7,"11:30","Ori Frid","Shahar Malamud",5.3,"Left",10,1,8,"Thalassoma.pavo","Out","7 B Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 B Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",3,3,142,0.0828944531281997,2885.48954049881
"39","30/04/2015",2015,"Spring","Gdor",7,"11:30","Ori Frid","Shahar Malamud",5.3,"Left",30,2,10,"Thalassoma.pavo","Out","7 B Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 B Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",3,3,142,0.0828944531281997,2885.48954049881
"40","30/04/2015",2015,"Spring","Gdor",7,"11:30","Ori Frid","Shahar Malamud",5.3,"Left",1,1,5,"Thalassoma.pavo","Out","7 B Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 B Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",3,3,142,0.0828944531281997,2885.48954049881
"41","30/04/2015",2015,"Spring","Gdor",7,"11:30","Ori Frid","Shahar Malamud",5.3,"Left",30,2,10,"Thalassoma.pavo","Out","7 B Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 B Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",3,3,142,0.0828944531281997,2885.48954049881
"42","30/04/2015",2015,"Spring","Gdor",7,"11:30","Ori Frid","Shahar Malamud",5.3,"Left",30,1,7,"Thalassoma.pavo","Out","7 B Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 B Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",3,3,142,0.0828944531281997,2885.48954049881
"43","30/04/2015",2015,"Spring","Gdor",7,"11:30","Ori Frid","Shahar Malamud",5.3,"Left",20,1,8,"Thalassoma.pavo","Out","7 B Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 B Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",3,3,142,0.0828944531281997,2885.48954049881
"44","30/04/2015",2015,"Spring","Gdor",7,"11:30","Ori Frid","Shahar Malamud",5.3,"Left",1,1,15,"Thalassoma.pavo","Out","7 B Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 B Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",3,3,142,0.0828944531281997,2885.48954049881
"45","30/04/2015",2015,"Spring","Gdor",7,"11:30","Ori Frid","Shahar Malamud",5.3,"Left",1,0.5,15,"Diplodus.sargus","Out","7 B Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0608,2.5,"7 B Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",3,3,142,0.0828944531281997,2885.48954049881
"46","30/04/2015",2015,"Spring","Gdor",7,"11:30","Ori Frid","Shahar Malamud",5.3,"Left",1,1,15,"Symphodus.roissali","Out","7 B Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0069,3.386,"7 B Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",3,3,142,0.0828944531281997,2885.48954049881
"47","30/04/2015",2015,"Spring","Gdor",7,"11:45","Ori Frid","Shahar Malamud",5.3,"Left",50,2,8,"Thalassoma.pavo","Out","7 C Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 C Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,160,0.0484323484692017,2358.76423312878
"48","30/04/2015",2015,"Spring","Gdor",7,"11:45","Ori Frid","Shahar Malamud",5.3,"Left",5,1,15,"Thalassoma.pavo","Out","7 C Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 C Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,160,0.0484323484692017,2358.76423312878
"49","30/04/2015",2015,"Spring","Gdor",7,"11:45","Ori Frid","Shahar Malamud",5.3,"Left",8,0.5,3,"Thalassoma.pavo","Out","7 C Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 C Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,160,0.0484323484692017,2358.76423312878
"50","30/04/2015",2015,"Spring","Gdor",7,"11:45","Ori Frid","Shahar Malamud",5.3,"Left",20,2,8,"Thalassoma.pavo","Out","7 C Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 C Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,160,0.0484323484692017,2358.76423312878
"51","30/04/2015",2015,"Spring","Gdor",7,"11:45","Ori Frid","Shahar Malamud",5.3,"Left",10,2,12,"Thalassoma.pavo","Out","7 C Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0092,3.111,"7 C Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,160,0.0484323484692017,2358.76423312878
"52","30/04/2015",2015,"Spring","Gdor",7,"11:45","Ori Frid","Shahar Malamud",5.3,"Left",1,1,15,"Diplodus.sargus","Out","7 C Gdor 2015 Spring Ori Frid Shahar Malamud","Shahar Malamud",0,0.0608,2.5,"7 C Gdor 2015 Spring Shahar Malamud","2015 ","two_observers",2,2,160,0.0484323484692017,2358.76423312878
"53","30/04/2015",2015,"Spring","Gdor",7,"10:50","Ori Frid","Shahar Malamud",5.3,"Right",10,0,3,"Thalassoma.pavo","Out","7 D Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 D Gdor 2015 Spring Ori Frid","2015 ","two_observers",1,3,338,0.156824568297958,581.083698350486
"54","30/04/2015",2015,"Spring","Gdor",7,"10:50","Ori Frid","Shahar Malamud",5.3,"Right",8,0,12,"Thalassoma.pavo","Out","7 D Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 D Gdor 2015 Spring Ori Frid","2015 ","two_observers",1,3,338,0.156824568297958,581.083698350486
"55","30/04/2015",2015,"Spring","Gdor",7,"10:50","Ori Frid","Shahar Malamud",5.3,"Right",1,0,15,"Thalassoma.pavo","Out","7 D Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 D Gdor 2015 Spring Ori Frid","2015 ","two_observers",1,3,338,0.156824568297958,581.083698350486
"56","30/04/2015",2015,"Spring","Gdor",7,"10:50","Ori Frid","Shahar Malamud",5.3,"Right",1,2,12,"Thalassoma.pavo","Out","7 D Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 D Gdor 2015 Spring Ori Frid","2015 ","two_observers",1,3,338,0.156824568297958,581.083698350486
"57","30/04/2015",2015,"Spring","Gdor",7,"10:50","Ori Frid","Shahar Malamud",5.3,"Right",10,1,7,"Thalassoma.pavo","Out","7 D Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 D Gdor 2015 Spring Ori Frid","2015 ","two_observers",1,3,338,0.156824568297958,581.083698350486
"58","30/04/2015",2015,"Spring","Gdor",7,"10:50","Ori Frid","Shahar Malamud",5.3,"Right",1,0,15,"Thalassoma.pavo","Out","7 D Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 D Gdor 2015 Spring Ori Frid","2015 ","two_observers",1,3,338,0.156824568297958,581.083698350486
"59","30/04/2015",2015,"Spring","Gdor",7,"10:50","Ori Frid","Shahar Malamud",5.3,"Right",4,0,10,"Thalassoma.pavo","Out","7 D Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 D Gdor 2015 Spring Ori Frid","2015 ","two_observers",1,3,338,0.156824568297958,581.083698350486
"60","30/04/2015",2015,"Spring","Gdor",7,"10:50","Ori Frid","Shahar Malamud",5.3,"Right",1,0.5,20,"Thalassoma.pavo","Out","7 D Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 D Gdor 2015 Spring Ori Frid","2015 ","two_observers",1,3,338,0.156824568297958,581.083698350486
"61","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Right",2,0,12,"Thalassoma.pavo","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 A Gdor 2015 Spring Ori Frid","2015 ","two_observers",3,3,30,0.145569919415983,579.604464168081
"62","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Right",4,2,10,"Thalassoma.pavo","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 A Gdor 2015 Spring Ori Frid","2015 ","two_observers",3,3,30,0.145569919415983,579.604464168081
"63","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Right",6,2,12,"Thalassoma.pavo","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 A Gdor 2015 Spring Ori Frid","2015 ","two_observers",3,3,30,0.145569919415983,579.604464168081
"64","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Right",5,1,10,"Thalassoma.pavo","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 A Gdor 2015 Spring Ori Frid","2015 ","two_observers",3,3,30,0.145569919415983,579.604464168081
"65","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Right",4,0,12,"Thalassoma.pavo","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 A Gdor 2015 Spring Ori Frid","2015 ","two_observers",3,3,30,0.145569919415983,579.604464168081
"66","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Right",2,1,10,"Thalassoma.pavo","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 A Gdor 2015 Spring Ori Frid","2015 ","two_observers",3,3,30,0.145569919415983,579.604464168081
"67","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Right",5,1,10,"Thalassoma.pavo","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 A Gdor 2015 Spring Ori Frid","2015 ","two_observers",3,3,30,0.145569919415983,579.604464168081
"68","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Right",1,1,22,"Diplodus.sargus","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0608,2.5,"7 A Gdor 2015 Spring Ori Frid","2015 ","two_observers",3,3,30,0.145569919415983,579.604464168081
"69","30/04/2015",2015,"Spring","Gdor",7,"11:10","Ori Frid","Shahar Malamud",5.3,"Right",1,1,2,"Diplodus.vulgaris","Out","7 A Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0194,2.93,"7 A Gdor 2015 Spring Ori Frid","2015 ","two_observers",3,3,30,0.145569919415983,579.604464168081
"70","30/04/2015",2015,"Spring","Gdor",7,"11:45","Ori Frid","Shahar Malamud",5.3,"Right",50,0,10,"Thalassoma.pavo","Out","7 C Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 C Gdor 2015 Spring Ori Frid","2015 ","two_observers",2,2,160,0.0484323484692017,2358.76423312878
"71","30/04/2015",2015,"Spring","Gdor",7,"11:30","Ori Frid","Shahar Malamud",5.3,"Right",10,0,11,"Thalassoma.pavo","Out","7 B Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 B Gdor 2015 Spring Ori Frid","2015 ","two_observers",2,3,142,0.0828944531281997,2885.48954049881
"72","30/04/2015",2015,"Spring","Gdor",7,"11:30","Ori Frid","Shahar Malamud",5.3,"Right",1,0,15,"Thalassoma.pavo","Out","7 B Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 B Gdor 2015 Spring Ori Frid","2015 ","two_observers",2,3,142,0.0828944531281997,2885.48954049881
"73","30/04/2015",2015,"Spring","Gdor",7,"11:30","Ori Frid","Shahar Malamud",5.3,"Right",1,0,15,"Thalassoma.pavo","Out","7 B Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 B Gdor 2015 Spring Ori Frid","2015 ","two_observers",2,3,142,0.0828944531281997,2885.48954049881
"74","30/04/2015",2015,"Spring","Gdor",7,"11:30","Ori Frid","Shahar Malamud",5.3,"Right",1,0,20,"Thalassoma.pavo","Out","7 B Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 B Gdor 2015 Spring Ori Frid","2015 ","two_observers",2,3,142,0.0828944531281997,2885.48954049881
"75","30/04/2015",2015,"Spring","Gdor",7,"11:30","Ori Frid","Shahar Malamud",5.3,"Right",50,0,12,"Thalassoma.pavo","Out","7 B Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 B Gdor 2015 Spring Ori Frid","2015 ","two_observers",2,3,142,0.0828944531281997,2885.48954049881
"76","30/04/2015",2015,"Spring","Gdor",7,"11:30","Ori Frid","Shahar Malamud",5.3,"Right",30,0,12,"Thalassoma.pavo","Out","7 B Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 B Gdor 2015 Spring Ori Frid","2015 ","two_observers",2,3,142,0.0828944531281997,2885.48954049881
"77","30/04/2015",2015,"Spring","Gdor",7,"11:30","Ori Frid","Shahar Malamud",5.3,"Right",1,0,15,"Thalassoma.pavo","Out","7 B Gdor 2015 Spring Ori Frid Shahar Malamud","Ori Frid",0,0.0092,3.111,"7 B Gdor 2015 Spring Ori Frid","2015 ","two_observers",2,3,142,0.0828944531281997,2885.48954049881
