X,Y,project,site,data.origin,country,season,date,station,lat,lon,trans2,trans_code,observer,depth,trans,species,sp.length,sp.n,a,b,family,exotic,biomass.g,habitat,other.info,protection,enforcement,total.mpa.ha,size.notake,yr.creation,age.reserve.yr
34.0754,34.9761666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_P 5-15 m,34°58.570'N,34°4.524'E,T2,CG6_P 5-15 m T2,Periklis,14.2,"2",Torquigener flavimaculosus,"10","4.00","0.0083","3.3267",Tetraodontidae,TRUE,"70.4",Posidonia,,true,"1","785","150",May-18,-0.789041096
34.0754,34.9761666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_P 5-15 m,34°58.570'N,34°4.524'E,T3,CG6_P 5-15 m T3,Periklis,14.2,"3",Chromis chromis,"5","200.00","0.0147","3.051",Pomacentridae,FALSE,"398.9",Posidonia,,true,"1","785","150",May-18,-0.789041096
34.0754,34.9761666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_P 5-15 m,34°58.570'N,34°4.524'E,T3,CG6_P 5-15 m T3,Periklis,14.2,"3",Coris julis,"5","10.00","0.0068","3.118",Labridae,FALSE,"10.3",Posidonia,,true,"1","785","150",May-18,-0.789041096
34.0754,34.9761666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_P 5-15 m,34°58.570'N,34°4.524'E,T3,CG6_P 5-15 m T3,Periklis,14.2,"3",Serranus cabrilla,"5","1.00","0.039","2.55",Serranidae,FALSE,"2.4",Posidonia,,true,"1","785","150",May-18,-0.789041096
34.0754,34.9761666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_P 5-15 m,34°58.570'N,34°4.524'E,T3,CG6_P 5-15 m T3,Periklis,14.2,"3",Siganus luridus,"10","10.00","0.031","2.736",Siganidae,TRUE,"168.8",Posidonia,,true,"1","785","150",May-18,-0.789041096
34.0754,34.9761666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_P 5-15 m,34°58.570'N,34°4.524'E,T3,CG6_P 5-15 m T3,Periklis,14.2,"3",Torquigener flavimaculosus,"10","2.00","0.0083","3.3267",Tetraodontidae,TRUE,"35.2",Posidonia,,true,"1","785","150",May-18,-0.789041096
34.0754,34.9761666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_P 5-15 m,34°58.570'N,34°4.524'E,T3,CG6_P 5-15 m T3,Periklis,14.2,"3",Upeneus pori,"10","1.00","0.0157","2.816",Mullidae,TRUE,"10.3",Posidonia,,true,"1","785","150",May-18,-0.789041096
34.0754,34.9761666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.570'N,34°4.524'E,T3,CG6_R 0-5 m T3,Periklis,1.5,"3",Atherina sp.,"5","200.00","0.01173","2.99",Atherinidae,FALSE,"288.6",Rock,,true,"2","785","150",May-18,-0.789041096
34.0754,34.9761666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.570'N,34°4.524'E,T3,CG6_R 0-5 m T3,Periklis,1.5,"3",Chromis chromis,"5","20.00","0.0147","3.051",Pomacentridae,FALSE,"39.9",Rock,,true,"2","785","150",May-18,-0.789041096
34.0754,34.9761666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.570'N,34°4.524'E,T3,CG6_R 0-5 m T3,Periklis,1.5,"3",Coris julis,"5","20.00","0.0068","3.118",Labridae,FALSE,"20.6",Rock,,true,"2","785","150",May-18,-0.789041096
34.0754,34.9761666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.570'N,34°4.524'E,T3,CG6_R 0-5 m T3,Periklis,1.5,"3",Diplodus sargus,"5","1.00","0.01","3.121",Sparidae,FALSE,"1.5",Rock,,true,"2","785","150",May-18,-0.789041096
34.0754,34.9761666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.570'N,34°4.524'E,T3,CG6_R 0-5 m T3,Periklis,1.5,"3",Pteragogus trispilus,"5","1.00","0.02089","2.98",Labridae,TRUE,"2.5",Rock,,true,"2","785","150",May-18,-0.789041096
34.0754,34.9761666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.570'N,34°4.524'E,T3,CG6_R 0-5 m T3,Periklis,1.5,"3",Scorpaena sp.,"5","1.00","0.017","2.98",Scorpaenidae,FALSE,"2.1",Rock,,true,"2","785","150",May-18,-0.789041096
34.0754,34.9761666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.570'N,34°4.524'E,T3,CG6_R 0-5 m T3,Periklis,1.5,"3",Scorpaena sp.,"10","1.00","0.017","2.98",Scorpaenidae,FALSE,"16.2",Rock,,true,"2","785","150",May-18,-0.789041096
34.0754,34.9761666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.570'N,34°4.524'E,T3,CG6_R 0-5 m T3,Periklis,1.5,"3",Sparisoma cretense,"5","10.00","0.012","3.117",Scaridae,FALSE,"18.1",Rock,,true,"2","785","150",May-18,-0.789041096
34.0754,34.9761666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.570'N,34°4.524'E,T3,CG6_R 0-5 m T3,Periklis,1.5,"3",Sparisoma cretense,"10","5.00","0.012","3.117",Scaridae,FALSE,"78.6",Rock,,true,"2","785","150",May-18,-0.789041096
34.0754,34.9761666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.570'N,34°4.524'E,T3,CG6_R 0-5 m T3,Periklis,1.5,"3",Symphodus roissali,"10","1.00","0.035","2.67",Labridae,FALSE,"16.4",Rock,,true,"2","785","150",May-18,-0.789041096
34.0754,34.9761666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.570'N,34°4.524'E,T3,CG6_R 0-5 m T3,Periklis,1.5,"3",Thalassoma pavo,"15","1.00","0.0092","3.111",Labridae,FALSE,"41.9",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T1,CG6_R 0-5 m T1,Periklis,1.5,"1",Apogon imberbis,"5.00","1","0.1135","2.117",Apogonidae,FALSE,"3.4",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T1,CG6_R 0-5 m T1,Periklis,1.5,"1",Chromis chromis,"5","40.00","0.0147","3.051",Pomacentridae,FALSE,"79.8",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T1,CG6_R 0-5 m T1,Periklis,1.5,"1",Coris julis,"2","20.00","0.0068","3.118",Labridae,FALSE,"1.2",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T1,CG6_R 0-5 m T1,Periklis,1.5,"1",Diplodus vulgaris,"5","5.00","0.0225","2.914",Sparidae,FALSE,"12.2",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T1,CG6_R 0-5 m T1,Periklis,1.5,"1",Diplodus vulgaris,"5","15.00","0.0225","2.914",Sparidae,FALSE,"36.7",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T1,CG6_R 0-5 m T1,Periklis,1.5,"1",Mugil cephalus,"10","10.00","0.0095","3.178",Mugilidae,FALSE,"143.1",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T1,CG6_R 0-5 m T1,Periklis,1.5,"1",Parupeneus forsskali,"15","10.00","0.00933","3.1",Mullidae,TRUE,"412.8",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T1,CG6_R 0-5 m T1,Periklis,1.5,"1",Pempheris rhomboidea,"10","3.00","0.0119","3.026",Pempheridae,TRUE,"37.9",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T1,CG6_R 0-5 m T1,Periklis,1.5,"1",Sargocentron rubrum,"10","1.00","0.0138","3.092",Holocentridae,TRUE,"17.1",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T1,CG6_R 0-5 m T1,Periklis,1.5,"1",Sargocentron rubrum,"15","1.00","0.0138","3.092",Holocentridae,TRUE,"59.8",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T1,CG6_R 0-5 m T1,Periklis,1.5,"1",Siganus rivulatus,"15","2.00","0.017","2.823",Siganidae,TRUE,"71.1",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T1,CG6_R 0-5 m T1,Periklis,1.5,"1",Siganus rivulatus,"10","30.00","0.017","2.823",Siganidae,TRUE,"339.3",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T1,CG6_R 0-5 m T1,Periklis,1.5,"1",Siganus rivulatus,"15","15.00","0.017","2.823",Siganidae,TRUE,"532.9",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T1,CG6_R 0-5 m T1,Periklis,1.5,"1",Tripterygion melanurus,"5","1.00","0.00562","3.08",Blenniidae,FALSE,"0.8",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T2,CG6_R 0-5 m T2,Periklis,1.5,"2",Atherina sp.,"5","400.00","0.01173","2.99",Atherinidae,FALSE,"577.1",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T2,CG6_R 0-5 m T2,Periklis,1.5,"2",Chromis chromis,"10","5.00","0.0147","3.051",Pomacentridae,FALSE,"82.7",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T2,CG6_R 0-5 m T2,Periklis,1.5,"2",Coris julis,"5","40.00","0.0068","3.118",Labridae,FALSE,"41.1",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T2,CG6_R 0-5 m T2,Periklis,1.5,"2",Gobius incognitus,"5","2.00","0.01","2.997",Gobiidae,FALSE,"2.5",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T2,CG6_R 0-5 m T2,Periklis,1.5,"2",Gobius incognitus,"5","3.00","0.01","2.997",Gobiidae,FALSE,"3.7",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T2,CG6_R 0-5 m T2,Periklis,1.5,"2",Mycteroperca rubra,"10","1.00","0.008","3.065",Serranidae,FALSE,"9.3",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T2,CG6_R 0-5 m T2,Periklis,1.5,"2",Pempheris rhomboidea,"15","20.00","0.0119","3.026",Pempheridae,TRUE,"861.8",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T2,CG6_R 0-5 m T2,Periklis,1.5,"2",Scorpaena maderensis,"10","1.00","0.017","2.98",Scorpaenidae,FALSE,"16.2",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T2,CG6_R 0-5 m T2,Periklis,1.5,"2",Scorpaena sp.,"5","1.00","0.017","2.98",Scorpaenidae,FALSE,"2.1",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T2,CG6_R 0-5 m T2,Periklis,1.5,"2",Symphodus roissali,"10","1.00","0.035","2.67",Labridae,FALSE,"16.4",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T2,CG6_R 0-5 m T2,Periklis,1.5,"2",Tripterygion melanurus,"5","1.00","0.00562","3.08",Blenniidae,FALSE,"0.8",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T3,CG6_R 0-5 m T3,Periklis,1.5,"3",Coris julis,"5","30.00","0.0068","3.118",Labridae,FALSE,"30.8",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T3,CG6_R 0-5 m T3,Periklis,1.5,"3",Gobius incognitus,"5","2.00","0.01","2.997",Gobiidae,FALSE,"2.5",Rock,,true,"2","785","150",May-18,-0.789041096
34.0768166666667,34.9733666666667,Cavo Greco,Kavo Gkreko,Periklis_MER,Cyprus,Summer,17/07/2017,CG6_R 0-5 m,34°58.402'N,34 °4.609'E,T3,CG6_R 0-5 m T3,Periklis,1.5,"3",Oblada melanura,"5","2.00","0.0174","2.857",Sparidae,FALSE,"3.5",Rock,,true,"2","785","150",May-18,-0.789041096
34.0675666666667,35.00115,Cavo Greco,Nisia,Periklis_MER,Cyprus,Summer,18/07/2017,N2_R 0-5 m,35° 0.069'N,34° 4.054'E,T1,N2_R 0-5 m T1,Periklis,4.5,"1",Chromis chromis,"10","400.00","0.0147","3.051",Pomacentridae,FALSE,"6612.7",Rock,,true,"1","191","0",Mar-08,9.38630137
34.0675666666667,35.00115,Cavo Greco,Nisia,Periklis_MER,Cyprus,Summer,18/07/2017,N2_R 0-5 m,35° 0.069'N,34° 4.054'E,T1,N2_R 0-5 m T1,Periklis,4.5,"1",Coris julis,"5","60.00","0.0068","3.118",Labridae,FALSE,"61.7",Rock,,true,"1","191","0",Mar-08,9.38630137
34.0675666666667,35.00115,Cavo Greco,Nisia,Periklis_MER,Cyprus,Summer,18/07/2017,N2_R 0-5 m,35° 0.069'N,34° 4.054'E,T1,N2_R 0-5 m T1,Periklis,4.5,"1",Coris julis,"5","75.00","0.0068","3.118",Labridae,FALSE,"77.1",Rock,,true,"1","191","0",Mar-08,9.38630137
34.0675666666667,35.00115,Cavo Greco,Nisia,Periklis_MER,Cyprus,Summer,18/07/2017,N2_R 0-5 m,35° 0.069'N,34° 4.054'E,T1,N2_R 0-5 m T1,Periklis,4.5,"1",Diplodus sargus,"10","80.00","0.01","3.121",Sparidae,FALSE,"1057.0",Rock,,true,"1","191","0",Mar-08,9.38630137
34.0675666666667,35.00115,Cavo Greco,Nisia,Periklis_MER,Cyprus,Summer,18/07/2017,N2_R 0-5 m,35° 0.069'N,34° 4.054'E,T1,N2_R 0-5 m T1,Periklis,4.5,"1",Diplodus vulgaris,"5","5.00","0.0225","2.914",Sparidae,FALSE,"12.2",Rock,,true,"1","191","0",Mar-08,9.38630137
34.0675666666667,35.00115,Cavo Greco,Nisia,Periklis_MER,Cyprus,Summer,18/07/2017,N2_R 0-5 m,35° 0.069'N,34° 4.054'E,T1,N2_R 0-5 m T1,Periklis,4.5,"1",Scorpaena porcus,"10","1.00","0.02356","2.887",Scorpaenidae,FALSE,"18.2",Rock,,true,"1","191","0",Mar-08,9.38630137
34.0675666666667,35.00115,Cavo Greco,Nisia,Periklis_MER,Cyprus,Summer,18/07/2017,N2_R 0-5 m,35° 0.069'N,34° 4.054'E,T1,N2_R 0-5 m T1,Periklis,4.5,"1",Scorpaena scrofa,"5","1.00","0.0217","2.964",Scorpaenidae,FALSE,"2.6",Rock,,true,"1","191","0",Mar-08,9.38630137
34.0675666666667,35.00115,Cavo Greco,Nisia,Periklis_MER,Cyprus,Summer,18/07/2017,N2_R 0-5 m,35° 0.069'N,34° 4.054'E,T1,N2_R 0-5 m T1,Periklis,4.5,"1",Siganus luridus,"5","1.00","0.031","2.736",Siganidae,TRUE,"2.5",Rock,,true,"1","191","0",Mar-08,9.38630137
34.0675666666667,35.00115,Cavo Greco,Nisia,Periklis_MER,Cyprus,Summer,18/07/2017,N2_R 0-5 m,35° 0.069'N,34° 4.054'E,T1,N2_R 0-5 m T1,Periklis,4.5,"1",Sparisoma cretense,"10","3.00","0.012","3.117",Scaridae,FALSE,"47.1",Rock,,true,"1","191","0",Mar-08,9.38630137
34.0675666666667,35.00115,Cavo Greco,Nisia,Periklis_MER,Cyprus,Summer,18/07/2017,N2_R 0-5 m,35° 0.069'N,34° 4.054'E,T1,N2_R 0-5 m T1,Periklis,4.5,"1",Symphodus roissali,"5","2.00","0.035","2.67",Labridae,FALSE,"5.1",Rock,,true,"1","191","0",Mar-08,9.38630137
34.0675666666667,35.00115,Cavo Greco,Nisia,Periklis_MER,Cyprus,Summer,18/07/2017,N2_R 0-5 m,35° 0.069'N,34° 4.054'E,T1,N2_R 0-5 m T1,Periklis,4.5,"1",Symphodus roissali,"10","1.00","0.035","2.67",Labridae,FALSE,"16.4",Rock,,true,"1","191","0",Mar-08,9.38630137
34.0675666666667,35.00115,Cavo Greco,Nisia,Periklis_MER,Cyprus,Summer,18/07/2017,N2_R 0-5 m,35° 0.069'N,34° 4.054'E,T1,N2_R 0-5 m T1,Periklis,4.5,"1",Symphodus roissali,"5","1.00","0.035","2.67",Labridae,FALSE,"2.6",Rock,,true,"1","191","0",Mar-08,9.38630137
34.0675666666667,35.00115,Cavo Greco,Nisia,Periklis_MER,Cyprus,Summer,18/07/2017,N2_R 0-5 m,35° 0.069'N,34° 4.054'E,T1,N2_R 0-5 m T1,Periklis,4.5,"1",Thalassoma pavo,"5","3.00","0.0092","3.111",Labridae,FALSE,"4.1",Rock,,true,"1","191","0",Mar-08,9.38630137
34.0675666666667,35.00115,Cavo Greco,Nisia,Periklis_MER,Cyprus,Summer,18/07/2017,N2_R 0-5 m,35° 0.069'N,34° 4.054'E,T1,N2_R 0-5 m T1,Periklis,4.5,"1",Thalassoma pavo,"10","10.00","0.0092","3.111",Labridae,FALSE,"118.8",Rock,,true,"1","191","0",Mar-08,9.38630137
